date,y_true_next,y_pred_static,y_pred_adaptive,p1_static,p1_adaptive,logloss_static,logloss_adaptive,brier_static,brier_adaptive,return_next,feature_score,prediction_score,performance_score,drift_index,action,drift_feature,retrained_today,ensemble_size,pos_long_static,pos_long_adaptive,pos_ls_static,pos_ls_adaptive
2018-08-22,0,0,1,0.3566666666666667,0.5033333333333333,0.44109228575131554,0.6998361687107418,0.12721111111111114,0.2533444444444444,-0.0016912621251551352,1.5556996932739309,0.08301904154366989,0.9200511910862036,0.9232009470985343,none,Ret_Vol_20,0,1,0.0,0.006666666666666599,-0.2866666666666666,0.006666666666666599
2018-08-23,1,0,0,0.33666666666666667,0.49666666666666665,1.0886619578149417,0.699836168710742,0.44001111111111113,0.25334444444444454,0.006198839704363079,1.550594588813302,0.054520120836100104,0.8957354875580621,0.9053145180435695,none,Ret_Vol_20,0,1,0.0,0.0,-0.32666666666666666,-0.00666666666666671
2018-08-24,1,0,0,0.36,0.42333333333333334,1.0216512475319814,0.8595953881976097,0.4096,0.3325444444444444,0.007670409427647185,1.5481376935373397,0.11269110538815938,1.0277060928511799,0.9613742368867376,none,Ret_Vol_20,0,1,0.0,0.0,-0.28,-0.15333333333333332
2018-08-27,1,0,0,0.3566666666666667,0.42333333333333334,1.030953640194295,0.8595953881976097,0.41387777777777773,0.3325444444444444,0.00026927832649970007,1.5482756078996498,0.10428737110747258,1.1563774330119698,0.9975096843956925,none,Ret_Vol_20,0,1,0.0,0.0,-0.2866666666666666,-0.15333333333333332
2018-08-28,1,0,0,0.3933333333333333,0.41333333333333333,0.9330978501905364,0.8835009090511642,0.36804444444444445,0.3441777777777778,0.005701434129840033,1.5510089829207665,0.09203389253806218,1.305232907172306,1.039583633081417,none,Ret_Vol_20,0,1,0.0,0.0,-0.21333333333333337,-0.17333333333333334
2018-08-29,0,0,0,0.45666666666666667,0.37333333333333335,0.6100322738494387,0.4673405118262518,0.20854444444444445,0.1393777777777778,-0.004430329054144866,1.5563925642027745,0.08892652429034409,1.0442923870378387,0.9625226990795646,none,Ret_Vol_20,0,1,0.0,0.0,-0.08666666666666667,-0.2533333333333333
2018-08-30,1,0,0,0.46,0.45666666666666667,0.7765287894989963,0.7838015488280762,0.2916,0.2952111111111111,0.00013447750859452157,1.564540732109643,0.08845547501101379,1.0985217290943268,0.9819094540754594,none,Ret_Vol_20,0,1,0.0,0.0,-0.07999999999999996,-0.08666666666666667
2018-08-31,0,0,0,0.4066666666666667,0.4266666666666667,0.521998924364116,0.5562879978427482,0.1653777777777778,0.18204444444444448,-0.0016543221469484948,1.5756398591555514,0.08043778417193498,0.9291757976411424,0.9331400182061438,none,Ret_Vol_20,0,1,0.0,0.0,-0.18666666666666665,-0.1466666666666666
2018-09-04,0,0,1,0.38,0.5,0.4780358009429998,0.6931471805599453,0.1444,0.25,-0.002803126684318036,1.5899707070588889,0.08043778417193498,0.8974109766548438,0.9293429110715892,none,Ret_Vol_20,0,1,0.0,0.0,-0.24,0.0
2018-09-05,0,0,1,0.4166666666666667,0.5033333333333333,0.5389965007326871,0.6998361687107418,0.17361111111111113,0.2533444444444444,-0.0036523050860121087,1.6079475979351556,0.08066677789901022,0.8728802706201135,0.9292431537297994,none,Ret_Vol_20,0,1,0.0,0.006666666666666599,-0.16666666666666663,0.006666666666666599
